Product Name,Category Name,Reference Part Number,Description,SKU,Stok per tgl 18 May 2025,Lokasi Stok,,Notes
First Product,Category Name,"ABC11,EFG22,HIJ33",Product Description,ABC,,,,pastikan masing2 nama produk unik (tidak ada persamaan dengan data lainnya)
AIR FILTER,,,-,-,,,,pastikan kategori barang ada di database
400100/50210,Filter Element = Filter hydraulic,400100/50210 = 100/50 diameter 210mm)(IPPI)+,-,-,1,Jakarta,,
,,,,,,,,
HOUSING FILTER & WATER SEPARATOR,,,-,-,,,,
401290H,Housing Filter,"401125 = A 125 AF with DPG (0,01 micron) = 401290H",-,-,0,,,
401290P,Housing Filter,401125 = A 125  with DPG (3 micron) = 401290P,-,-,0,,,
401290U,Housing Filter,401125 = A 125 PF with DPG (1 micron),-,-,0,,,
401370U,Housing Filter,401370U + DPG Gauge & Auto Drain,-,-,0,,,
4014300H,Housing Filter,4014300H = F 4300,-,-,0,,,
4014300U,Housing Filter,4014300U = F 4300,-,-,0,,,
401780H,Housing Filter,"401780H = F-780 H (0,01 mikron)",-,-,0,,,
401780U,Housing Filter,401780U = F-780 U (1 mikron),-,-,0,,,
4018500U,Housing Filter,4018500U = F-8500 U (1 mikron),-,-,0,,,
401DD07H,Housing Filter,"401DD-07H = SOY-007- A = 401HF5-007H (0,01 micron) for HSD-8WXF (Nutrifood)(Leading Garmen, BMJ)",-,-,0,,,
401DD07U,Housing Filter,"401DD-07U = SOY-007-T = 401HF7-007U (1 micron) for HSD-8WXF (Nutrifood)(Leading Garmen, BMJ",-,-,0,,,
401DD10H,Housing Filter,401DD-10H = 401DD-13H (0.01micron) = SOY-010-A,-,-,0,,,
401DD10U,Housing Filter,401DD-10U = 401DD-13U (1micron) = SOY-010-T,-,-,0,,,
401DD-20H,Housing Filter,"401DD-20H = SOY-020- A = (0,01 micron) for SARD 20 NF (Bumi Kaya Steel)",-,-,0,,,
401DD-20U,Housing Filter,401DD-20U = SOY-020- T = (1 micron) for SARD 20 NF (Bumi Kaya Steel),-,-,0,,,
401F3200-P,Housing Filter,401F3200-P = F 3200 with DP Gauge & Auto Drain,-,-,0,,,
401SA010C,Housing Filter,401SA010C (Carbon = Airflux A 100,-,-,0,,,
401SA010H,Housing Filter,"401SA010H (0,01 micron = Airflux A 100",-,-,0,,,
401SA010P,Housing Filter,401SA010P (3micron),-,-,0,,,
401SA010U,Housing Filter,401SA010U (1 micron = Airflux A 100,-,-,0,,,
401SA014U,Housing Filter,401SA014U (1 micron),,,0,,,
401SA014H,Housing Filter,"401SA014H (0,01 micron)",,,0,,,
402A75,Water Separator,402A75 = A 75,-,-,0,,,
402F0181W,Water Separator,402F0181W,-,-,0,,,
402F1060W,Water Separator,402F1060W = F 1060 W,-,-,0,,,
402F28,Water Separator,402F28 = CSC 28,-,-,0,,,
402F36,Water Separator,402F36 = CSC 36,-,-,0,,,
402015,Water Separator,402015 = WS 15,-,-,0,,,
402025,Water Separator,402025 = RCS 025,-,-,0,,,
402343,Water Separator,402343 = RCS 343 = A 100,-,-,0,,,
,,,-,-,,,,
SPARE PART,,,-,-,,,,
Alco 305,Filter Dryer = Filter Refrigerant,Alco 305,-,-,0,,,
EK 304,Filter Dryer = Filter Refrigerant,EK 304,-,-,0,,,
DML 163 S,Filter Dryer = Filter Refrigerant,DML 163 S,-,-,0,,,
DCL 165S,Filter Dryer = Filter Refrigerant,DCL 165S,-,-,0,,,
DML 053 S,Filter Dryer = Filter Refrigerant,DML 053 S Danfoss,-,-,0,,,
DML 083,Filter Dryer = Filter Refrigerant,DML 083,-,-,0,,,
EK 052,Filter Dryer = Filter Refrigerant,Alco EK 052,-,-,0,,,
EK 083,Filter Dryer = Filter Refrigerant,EK 083,-,-,0,,,
EK 16 3,Filter Dryer = Filter Refrigerant,EK 163,-,-,0,,,
EK 164,Filter Dryer = Filter Refrigerant,EK 164,-,-,0,,,
EK 417 S,Filter Dryer = Filter Refrigerant,EK 417 S,-,-,0,,,
HMBD 13 PA,Auto Drain,HMBD 13 PA,-,-,8,Jakarta,,
CDE 1610 BSP,Auto Drain,CDE 1610 BSP,-,-,0,,,
CDE 2050 BSP,Auto Drain,CDE 2050 BSP,-,-,0,,,
HMBD 20,Auto Drain,HMBD 20 B,-,-,4,,,
CE 1606 BSP,Auto Drain,CE 1606 BSP,-,-,0,,,
CE 1618 BSP,Auto Drain,CE 1618 BSP,-,-,0,,,
CE 1624,Auto Drain,CE 1624,-,-,0,,,
HTD 16,Auto Drain,HTD 16,-,-,3,Jakarta,,
HTD 50,Auto Drain,HTD 50,-,-,1,Jakarta,,
SCM 40,Auto Drain,SCM 40 + Nipplo,-,-,0,,,
HEZL 12 VDC (24 V),Auto Drain,HEZL 12 VDC (24 V),-,-,0,,,
HEZL 75,Auto Drain,HEZL 75,-,-,3,Jakarta,,
IAD 516,Auto Drain,IAD 516 = IAD 116 (Pelampung Putih),-,-,1,Jakarta,,
HEZL 12,Auto Drain,HEZL 12,-,-,2,Jakarta,,
HEZL 25,Auto Drain,HEZL 25,-,-,0,,,
HEZL 150,Auto Drain,HEZL 150,-,-,0,,,
DP Gauge 12,DP Gauge 12,DP Gauge 12,-,-,0,,,
,,,-,-,,,,
OIL COMPRESSOR & CHEMICAL,,,,,,,,
50302,Carbon Remover = Chemical Off line,Carbon Remover=Chemical Off line,-,-,14,Jakarta,,
Chemical Descaler,Chemical Dynamic Descaler (per liter),Chemical Dynamic Descaler (per liter),-,-,0,,,
50301,Chemical Online = Renonet C Plus,Chemical Online = Renonet C Plus,-,-,10,,,
50146 SLS,Oil Screw Compressor,50146 SLS = Corena S3 R 46 (Khusus mesin Compressor Star Air sebelum Cuci Cooler),-,-,3,Jakarta,,
50046 XL,Oil Screw Compressor,50046 XL = Renolin RSC 46,-,-,16,"11pail Jakarta, 2pail Surabaya, 3pail Solo",,
50132 XLS,Oil Screw Compressor,50132 XLS = SC MC 32,-,-,0,,,
50146 XLS,Oil Screw Compressor,50146 XLS = Renolin SC MC 46,-,-,27,"20pail Jakarta, 5pail Surabaya, 2pail Solo",,
50246 XXLS,Oil Screw Compressor,50246 XXLS = Renolin UNISYN OL 46,-,-,16,"11pail Jakarta, 5pail Surabaya",,
50168 XLS,Oil Screw Compressor,50168 XLS = iso 68 = Renolin SC MC 68,-,-,7,Jakarta,,
50232 XXLS,Oil Screw Compressor,50232 XXLS iso 32 = Renolin Uniysin 32,-,-,0,,,
50368,Oil Screw Compressor Food Grade,50368 = Cassida CR 68,-,-,0,,,
50346,Oil Screw Compressor Food Grade,50346 = Cassida CR 46,-,-,0,,,
"500,04",Dessicant AA = Activated Alumina,Dessicant AA = Activated Alumina = MS 500.040 = 150kg = K1,-,-,600kg,Jakarta,,
"500,07",Dessicant MS = Molecular Sieve,Dessicant MS = Molecular Sieve = MS 500.070 = 140kg,-,-,420kg,Jakarta,,
,,,,,,,,
SCREW COMPRESSOR,,,-,-,,,,
OSC 30,Screw Air Compressor,OSC 30 Screw Air Compressor,-,-,0,,,
OSC 50,Screw Air Compressor,OSC 50 = OSC 37 Screw Air Compressor,-,-,0,,,
SAPM 15 A,Screw Air Compressor,MSE 15 A = SAPM 15 A,-,-,0,,,
OSC 3 T,Screw Air Compressor,OSC 3 T Screw Air Compressor,-,-,0,,,
OSC 150,Screw Air Compressor,OSC 150 Screw Air Compressor,-,-,0,,,
SAPM 75 A,Screw Air Compressor,SAPM 75 A = MSE 75 A Screw Compressor,-,-,0,,,
SAPM 37 A,Screw Air Compressor,SAPM 37 A = MSE 37 A Screw Compressor,-,-,0,,,
OSC 30 TD,Screw Air Compressor,OSC 30 TD for Genset,-,-,0,,,
OSC 5 TD,Screw Air Compressor,OSC 5 TD Screw Air Compressor,-,-,0,,,
OSC 50 U,Screw Air Compressor,OSC 50 U Screw Air Compressor,-,-,0,,,
OSC 50B,Screw Air Compressor,OSC 50B = OSC 50 B Screw Air Compressor,-,-,1,Jakarta,,
OSC 75 U,Screw Air Compressor,OSC 75 U Screw Air Compressor,-,-,0,,,
DCW-60 VSA,Screw Air Compressor,DCW-60VSA Screw Air Compressor,-,-,0,,,
DCW-15A,Screw Air Compressor,DCW-15A Screw Air Compressor,-,-,0,,,
SAOF 30 A,Screw Air Compressor,SAOF 30 A Oil Free Compressor,-,-,0,,,
SAF 60 A,Screw Air Compressor,SAF 60 A Screw Air Compressor,-,-,0,,,
SAF 50 A,Screw Air Compressor,SAF 50 A Screw Compressor,-,-,1,Jakarta,,
SAOF 50 A,Screw Air Compressor,SAOF 50 A Oil Free Compressor,-,-,0,,,
SAF 30 A,Screw Air Compressor,SAF 30 A Screw Air Compressor,-,-,0,,,
SAPM 22 A,Screw Air Compressor,SAPM 22 A = MSE 22 A Screw Air Compressor,-,-,0,,,
SAF 75 A,Screw Air Compressor,SAF 75 A Screw Air Compressor,-,-,0,,,
SAF 125 A,Screw Air Compressor,SAF 125 A Screw Air Compressor,-,-,0,,,
SAOF 40 A,Screw Air Compressor,SAOF 40 A Oil Free Compressor,-,-,0,,,
SAOF 20 A,Screw Air Compressor,SAOF 20 A Oil Free Compressor,-,-,0,,,
,,,,,,,,
AIR DRYER,,,-,-,,,,
HHPD 300,Air Dryer,MK-HP 300 = HHPD 300 Air Dryer,-,-,0,,,
HRND 1200,Air Dryer,MKE 1200 = HRND 1200 Air Dryer,-,-,0,,,
HRND 155,Air Dryer,MKE 155 = HRND 155 Air Dryer,-,-,0,,,
HRND 1800,Air Dryer,MKE 1800 = HRND 1800 Air Dryer,-,-,0,,,
HRND 2500,Air Dryer,MKE 2500 = HRND 2500 Air Dryer,-,-,1,Jakarta,,
HRND 2775,Air Dryer,MKE 2775 = HRND 2775 Air Dryer,-,-,0,,,
HRND 305,Air Dryer,MKE 305 = HRND 305 Air Dryer,-,-,0,,,
HRND 3330,Air Dryer,MKE 3330 = HRND 3330 Air Dryer,-,-,0,,,
HRND 375,Air Dryer,MKE 375 = HRND 375 Air Dryer,-,-,0,,,
HRND 3915,Air Dryer,MKE 3915 = HRND 3915 Air Dryer,-,-,0,,,
HRND 495,Air Dryer,MKE 495 = HRND 495 Air Dryer,-,-,0,,,
HRND 5085,Air Dryer,MKE 5085 = HRND 5085 Air Dryer,-,-,0,,,
HRND 53,Air Dryer,MKE 53 = HRND 53 Air Dryer,-,-,0,,,
HRND 623,Air Dryer,MKE 623 = HRND 623 Air Dryer,-,-,1,Jakarta,,
HRND 9000,Air Dryer,HRND 9000 Air Dryer,-,-,0,,,
HRND 930,Air Dryer,MKE 930 = HRND 930 Air Dryer,-,-,0,,,
HSD-6MXF,Air Dryer Dessicant,HSD-6MXF Dessicant Air Dryer,-,-,0,,,
HSD-8WXF,Air Dryer Dessicant,HSD-8WXF Dessicant Air Dryer,-,-,0,,,
MDA 2700,Air Dryer,MDA 2700 Air Dryer,-,-,0,,,
MKE 100,Air Dryer,MKE 100 Air Dryer,-,-,0,,,
MKE 1388,Air Dryer,MKE 1388 = HRND1388 Air Dryer,-,-,0,,,
MKE 190,Air Dryer,MKE 190 = HRND 190 Air Dryer,-,-,0,,,
MKP 2220,Air Dryer,MKP 2220 Air Dryer,-,-,0,,,
MKP 4680-W,Air Dryer,MKP 4680-W Air Dryer,-,-,0,,,
MKP 8400,Air Dryer,MKP 8400 Air Dryer,-,-,0,,,
MMD 100,Air Dryer,MMD 100 Air Dryer,-,-,0,,,
MMD 15,Air Dryer,MMD 15 Air Dryer,-,-,0,,,
MMD 40,Air Dryer,MMD 40 Air Dryer,-,-,0,,,
MMD 75,Air Dryer,MMD 75 Air Dryer,-,-,0,,,
P-400,Air Dryer,P-400 Air Dryer,-,-,0,,,
P-75 A,Air Dryer,P-75 A Air Dryer,-,-,0,,,
SARD 02,Air Dryer,SARD 02 = TR 02 = TR-02(Star Air) Air Dryer,-,-,0,,,
SARD 06,Air Dryer,SARD 06 = TR 06 = TR-06(Star Air) Air Dryer,-,-,0,,,
SARD 08,Air Dryer,SARD 08 = TR-08 (Star Air) Air Dryer,-,-,0,,,
SARD 10,Air Dryer,SARD 10 = TR 10 (Star Air) Air Dryer,-,-,1,Jakarta,,
SARD 110,Air Dryer,SARD 110 (Star Air) Air Dryer,-,-,0,,,
SARD 12,Air Dryer,SARD 12 = TR-12 (Star Air) Air Dryer,-,-,0,,,
SARD 140,Air Dryer,SARD 140,,,0,,,
SARD 20 NF,Air Dryer,SARD 20 NF = TR-20 (Star Air) Air Dryer,-,-,0,,,
SARD 40 NF,Air Dryer,SARD 40 NF =TR 40 NF  = TR-40 NF (Star Air) Air Dryer,-,-,0,,,
SARD 75 NH,Air Dryer,SARD 75 NH (Star Air) Air Dryer,-,-,0,,,
,,,-,-,,,,
